NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI,Genus,Species
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.31,14.0,16.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,13.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,2.65,14.0,16.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,11.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,170.0,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,20.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,85.0,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,18.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,42.5,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,16.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,21.25,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,14.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.625,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,12.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis using AgNO3,spherical,disc_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,5.31,14.0,16.0,12.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,11.0,Salmonella,Salmonella enterica
Ag,green_synthesis from fungus  Aspergillus flavus,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,5.0,30.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S49284#,14.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis from fungus  Aspergillus flavus,spherical,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,100.0,5.0,30.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S49284#,15.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,100.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,100.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,50.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,50.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Acinetobacter,Acinetobacter baumannii
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,1000.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,1000.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,500.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,500.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,300.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Enterobacter cloacae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,300.0,8.0,20.0,12.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Enterobacter,Enterobacter cloacae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,500.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,500.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,300.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,300.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,30.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,30.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,8.0,20.0,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Escherichia,Escherichia coli
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,500.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,300.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,100.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Haemophilus influenzae,24.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,pathogenic,n,respiratory tract,100.0,8.0,20.0,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Haemophilus,Haemophilus influenzae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1000.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1000.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,500.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,500.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,300.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,300.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,14.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,100.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,100.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,50.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,50.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,30.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,30.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,1000.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,21.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,1000.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,21.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,500.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,20.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,500.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,20.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,300.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,300.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,100.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,100.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,50.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Neisseria,Neisseria mucosa
Ag,green_synthesis using Dioscorea bulbifera tuber extract ,triangles,disc_diffusion,Neisseria mucosa,24.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,opportunistic pathogen,n,sputum,50.0,8.0,20.0,24.0,30.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0,Neisseria,Neisseria mucosa
