,NP_Synthesis,shape,method,Bacteria,Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C "
64,15.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,-0.8088246093945449,0.5289828271968539,2.124402059909925,-0.3999682144497933,0.025706083581796563,-0.41630619927892903,0.5704558856308716,1.9912056661898332,0.3012026434589428
65,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
66,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
67,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
68,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,0.3012026434589428
69,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,-2.0516085559024773
70,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,-0.36875241602769193,-0.26259602053479375,0.3012026434589428
71,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.1571046756427958,0.5704558856308716,0.8643048228275197,-3.0599562127716577
72,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.39321919264030675,0.025706083581796563,-0.41630619927892903,0.5704558856308716,1.9912056661898332,0.3012026434589428
73,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
74,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
75,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
76,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,0.3012026434589428
77,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,-2.0516085559024773
78,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,-0.36875241602769193,-0.26259602053479375,0.3012026434589428
79,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.1571046756427958,0.5704558856308716,0.8643048228275197,-3.0599562127716577
80,75.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.3947822777780017,0.025706083581796563,-0.41630619927892903,0.5704558856308716,1.9912056661898332,0.3012026434589428
81,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
82,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
83,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
84,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,0.3012026434589428
85,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,-2.0516085559024773
86,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,-0.36875241602769193,-0.26259602053479375,0.3012026434589428
87,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,0.8643048228275197,-3.0599562127716577
88,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.41630619927892903,0.5704558856308716,1.9912056661898332,0.3012026434589428
89,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
90,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
91,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
92,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,0.3012026434589428
93,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,1.9912056661898332,-2.0516085559024773
94,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,-0.36875241602769193,-0.26259602053479375,0.3012026434589428
95,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.1571046756427958,0.5704558856308716,0.8643048228275197,-3.0599562127716577
96,75.0,8.0,0.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,0.7168932648795839,-0.05188774860900308,2.124402059909925,-0.11174700167669901,0.025706083581796563,-0.41630619927892903,0.5704558856308716,1.9912056661898332,0.3012026434589428
97,102.0,8.0,3.0,1.0,2.0,9.0,8.0,15.0,20.0,1.0,1.0,3.0,1.0,-0.14870245374126595,-0.6679009942511145,2.124402059909925,-0.25782972482575844,-1.0943877446411867,-0.1571046756427958,0.10085173480158982,0.8643048228275197,-2.0516085559024773
